100	13.020259490486783
200	13.262805894376594
300	12.705961939659254
400	13.081962956174001
500	12.897110179236519
600	13.06261052246613
700	13.235797749334779
800	13.081220147784578
900	12.93373317149143
1000	12.766225728903493
1100	12.858975256026639
1200	13.01892157525134
1300	12.563531790530135
1400	12.9509154394693
1500	12.683610756589728
1600	13.046930302479609
1700	13.03677797646111
1800	13.11741344225507
1900	13.230240630372892
2000	13.079158577106739
2100	13.020502572228683
2200	12.862304809266108
2300	12.879618003554924
2400	13.017308236593921
2500	13.024177255218492
2600	12.854445246928549
2700	12.855661536379273
2800	12.809728732450255
2900	13.117768897653663
3000	13.024514955639633
3100	12.89846262513987
3200	12.999463415226842
3300	13.082463214261281
3400	12.921834518711535
3500	13.032340757690292
3600	12.8720230995022
3700	12.855277224306064
3800	12.90696713557054
3900	12.887623862560474
4000	12.921737056514814
4100	12.87192033184067
4200	13.009242622985882
4300	13.060873745880828
4400	12.903503270130159
4500	12.881999049306728
4600	12.920189504310201
4700	12.816396561698525
4800	12.947689135235807
4900	12.984725175562518
5000	13.033789271701039
5100	12.879222917867539
5200	12.927716847408874
5300	12.90907125784338
5400	12.926071210902364
5500	12.879505951802685
5600	12.996410469925651
5700	13.035952978734944
5800	12.892727016929598
5900	12.998210638692399
6000	12.859283283304196
6100	12.854038331302036
6200	12.90557126088379
6300	12.9102554638431
6400	12.909073155855594
6500	12.933393353423527
6600	12.927453469815307
6700	12.885675724136831
6800	12.922691008943957
6900	12.930531140488826
7000	12.880612282136555
7100	12.886346058146728
7200	12.911700841626384
7300	12.939273191866052
7400	12.892372023224311
7500	12.918098824457388
7600	12.957387489295684
7700	12.939713524349031
7800	12.920305542928762
7900	12.856521471240175
8000	12.878895765875772
8100	12.913106923435635
8200	12.866185014386701
8300	12.90270353027222
8400	12.9077598791946
8500	12.967558742318944
8600	12.896172854334056
8700	12.962192912104458
8800	12.923605700323378
8900	12.92675565391801
9000	12.906205903632783
9100	12.933005854750265
9200	12.938521130405888
9300	12.907303659016634
9400	12.917565696723841
9500	12.917701143208205
9600	12.9288798114344
9700	12.93538497499253
9800	12.927626530686437
9900	12.932447997858162
10000	12.92932282871243
