0.045461177825927734 - 0.029953956604003906i,0.041941165924072266 - 0.034304141998291016i,0.041128158569335938 - 0.035152912139892578i,0.038519382476806641 - 0.037763595581054688i,0.03595733642578125 - 0.041606426239013672i,0.033607959747314453 - 0.042469978332519531i,0.033451080322265625 - 0.042537689208984375i,0.031580924987792969 - 0.044930458068847656i,0.031272411346435547 - 0.045276165008544922i,0.028958797454833984 - 0.046775341033935547i,0.02817535400390625 - 0.046897411346435547i,0.027158260345458984 - 0.048018455505371094i,0.026010513305664063 - 0.048342227935791016i,0.025528907775878906 - 0.048655509948730469i,0.025214672088623047 - 0.048905849456787109i,0.025231361389160156 - 0.048447608947753906i,0.024834156036376953 - 0.049148082733154297i,0.023459434509277344 - 0.049675941467285156i,0.022372245788574219 - 0.050440311431884766i,0.022220611572265625 - 0.050053596496582031i,0.021354198455810547 - 0.051125049591064453i,0.021914958953857422 - 0.0505523681640625i,0.020830154418945313 - 0.050525665283203125i,0.019575119018554688 - 0.05181121826171875i,0.019171714782714844 - 0.052173137664794922i,0.018988132476806641 - 0.051985740661621094i,0.018021106719970703 - 0.052498817443847656i,0.017271518707275391 - 0.052386760711669922i,0.016438484191894531 - 0.052850246429443359i,0.014704227447509766 - 0.053513050079345703i,0.013210296630859375 - 0.054316997528076172i,0.012689113616943359 - 0.053786277770996094i,0.010553359985351563 - 0.054374217987060547i,0.010166645050048828 - 0.054635047912597656i,0.0077753067016601563 - 0.055345535278320313i,0.0081348419189453125 - 0.055294036865234375i,0.0055012702941894531 - 0.055489540100097656i,0.0025682449340820313 - 0.055245399475097656i,0.0008411407470703125 - 0.055874347686767578i,-0.0030508041381835938 - 0.055707454681396484i,-0.0054860115051269531 - 0.055664539337158203i,-0.0089702606201171875 - 0.054356098175048828i,-0.011307716369628906 - 0.054647922515869141i,-0.014047622680664063 - 0.053380966186523438i,-0.020041942596435547 - 0.051794528961181641i,-0.022805213928222656 - 0.050608634948730469i,-0.028368473052978516 - 0.047118186950683594i,-0.032024383544921875 - 0.045543193817138672i,-0.037697315216064453 - 0.040171623229980469i,-0.042237758636474609 - 0.034613609313964844i,-0.046268939971923828 - 0.028601169586181641i,-0.049613475799560547 - 0.020813941955566406i
0.045165061950683594 - 0.030145645141601563i,0.041810035705566406 - 0.034493446350097656i,0.041514873504638672 - 0.035415172576904297i,0.038458347320556641 - 0.037880897521972656i,0.035245418548583984 - 0.041455268859863281i,0.033989429473876953 - 0.042409420013427734i,0.033241748809814453 - 0.042385101318359375i,0.031212329864501953 - 0.045107841491699219i,0.030475139617919922 - 0.045102596282958984i,0.028863906860351563 - 0.046532630920410156i,0.027933597564697266 - 0.046836376190185547i,0.027450084686279297 - 0.047644138336181641i,0.026009082794189453 - 0.048415184020996094i,0.025144100189208984 - 0.048704624176025391i,0.025215625762939453 - 0.049059867858886719i,0.024850845336914063 - 0.048397064208984375i,0.024809837341308594 - 0.049149036407470703i,0.023372173309326172 - 0.049631118774414063i,0.0221405029296875 - 0.05092620849609375i,0.021836280822753906 - 0.050152778625488281i,0.020700454711914063 - 0.051497459411621094i,0.021614551544189453 - 0.050632476806640625i,0.020667076110839844 - 0.050700664520263672i,0.019510746002197266 - 0.051745414733886719i,0.019093990325927734 - 0.052656173706054688i,0.0188446044921875 - 0.052000045776367188i,0.017756938934326172 - 0.053092479705810547i,0.016891002655029297 - 0.052470207214355469i,0.015902519226074219 - 0.053206443786621094i,0.014668941497802734 - 0.053604602813720703i,0.013332366943359375 - 0.054476261138916016i,0.011908054351806641 - 0.053757667541503906i,0.010098934173583984 - 0.054625034332275391i,0.010179042816162109 - 0.054581642150878906i,0.0071959495544433594 - 0.055935859680175781i,0.0071425437927246094 - 0.054584503173828125i,0.0054454803466796875 - 0.055433750152587891i,0.0018973350524902344 - 0.055321216583251953i,-5.7697296142578125E-05 - 0.056035518646240234i,-0.0037865638732910156 - 0.055985450744628906i,-0.0053820610046386719 - 0.054833889007568359i,-0.0092210769653320313 - 0.054659366607666016i,-0.011554718017578125 - 0.054211616516113281i,-0.014373302459716797 - 0.054182052612304688i,-0.020135402679443359 - 0.051661491394042969i,-0.022620677947998047 - 0.050460338592529297i,-0.028139114379882813 - 0.047109603881835938i,-0.032557487487792969 - 0.045091629028320313i,-0.037514209747314453 - 0.039777278900146484i,-0.042273044586181641 - 0.034619808197021484i,-0.046929359436035156 - 0.02890777587890625i,-0.049648761749267578 - 0.020579814910888672i
0.045339584350585938 - 0.030091285705566406i,0.041863441467285156 - 0.034242630004882813i,0.041067123413085938 - 0.035157203674316406i,0.038617134094238281 - 0.037644386291503906i,0.035483360290527344 - 0.041742324829101563i,0.034204483032226563 - 0.042696475982666016i,0.033200263977050781 - 0.042693614959716797i,0.031383514404296875 - 0.045291423797607422i,0.030649185180664063 - 0.045271396636962891i,0.028951168060302734 - 0.046687126159667969i,0.028128623962402344 - 0.046923637390136719i,0.027307510375976563 - 0.047773361206054688i,0.025812625885009766 - 0.048674583435058594i,0.025434017181396484 - 0.048732280731201172i,0.024806022644042969 - 0.049081325531005859i,0.025063037872314453 - 0.048119544982910156i,0.024658203125 - 0.049173355102539063i,0.022877216339111328 - 0.049746513366699219i,0.022339820861816406 - 0.050945281982421875i,0.022024154663085938 - 0.050405979156494141i,0.020922660827636719 - 0.051680564880371094i,0.021239280700683594 - 0.05035400390625i,0.021090507507324219 - 0.050452232360839844i,0.019761085510253906 - 0.051832675933837891i,0.019018173217773438 - 0.052045822143554688i,0.019228935241699219 - 0.052234172821044922i,0.017350196838378906 - 0.052515029907226563i,0.016796112060546875 - 0.053049087524414063i,0.015936374664306641 - 0.053640365600585938i,0.014791488647460938 - 0.053677082061767578i,0.013347625732421875 - 0.054139614105224609i,0.012178421020507813 - 0.054192543029785156i,0.0098767280578613281 - 0.05448150634765625i,0.0097298622131347656 - 0.054814815521240234i,0.0075726509094238281 - 0.055245399475097656i,0.0072956085205078125 - 0.055121898651123047i,0.0056438446044921875 - 0.055360794067382813i,0.00196075439453125 - 0.055815219879150391i,0.00040721893310546875 - 0.055954933166503906i,-0.0030183792114257813 - 0.055772781372070313i,-0.0058946609497070313 - 0.055449008941650391i,-0.0093197822570800781 - 0.054577350616455078i,-0.011049747467041016 - 0.054178714752197266i,-0.014009952545166016 - 0.053832054138183594i,-0.02007293701171875 - 0.052040576934814453i,-0.023090839385986328 - 0.050482273101806641i,-0.028262138366699219 - 0.046918869018554688i,-0.031872749328613281 - 0.045157909393310547i,-0.037910938262939453 - 0.04007720947265625i,-0.042242050170898438 - 0.034837722778320313i,-0.046534538269042969 - 0.028716087341308594i,-0.049828529357910156 - 0.020657539367675781i
0.045544624328613281 - 0.029609203338623047i,0.041666507720947266 - 0.033893108367919922i,0.041177749633789063 - 0.034917831420898438i,0.039106369018554688 - 0.037479877471923828i,0.035905361175537109 - 0.04180908203125i,0.034205436706542969 - 0.042385101318359375i,0.033890247344970703 - 0.042204856872558594i,0.031653404235839844 - 0.045030593872070313i,0.030725955963134766 - 0.044922828674316406i,0.029145240783691406 - 0.046313285827636719i,0.028465747833251953 - 0.046841144561767578i,0.027741909027099609 - 0.047669410705566406i,0.0258026123046875 - 0.048357009887695313i,0.025634765625 - 0.048543930053710938i,0.025112152099609375 - 0.048455715179443359i,0.025629997253417969 - 0.048295497894287109i,0.025187015533447266 - 0.049122333526611328i,0.023726940155029297 - 0.049797534942626953i,0.022655010223388672 - 0.050723552703857422i,0.022614955902099609 - 0.050009250640869141i,0.021308422088623047 - 0.051372051239013672i,0.022139072418212891 - 0.050416946411132813i,0.021483421325683594 - 0.050639629364013672i,0.020230770111083984 - 0.051737785339355469i,0.019379138946533203 - 0.052262306213378906i,0.019128799438476563 - 0.051729679107666016i,0.017942428588867188 - 0.052165031433105469i,0.017521381378173828 - 0.052710533142089844i,0.016738414764404297 - 0.053275585174560547i,0.015186786651611328 - 0.053828239440917969i,0.013377666473388672 - 0.053865432739257813i,0.012973308563232422 - 0.053849220275878906i,0.010309219360351563 - 0.054510593414306641i,0.010221481323242188 - 0.054923057556152344i,0.0078997611999511719 - 0.055229663848876953i,0.0077843666076660156 - 0.055005550384521484i,0.005756378173828125 - 0.05523681640625i,0.0025115013122558594 - 0.055582046508789063i,0.00062608718872070313 - 0.055749893188476563i,-0.0030341148376464844 - 0.055465221405029297i,-0.0052118301391601563 - 0.055685520172119141i,-0.0087304115295410156 - 0.054180145263671875i,-0.010924339294433594 - 0.05516815185546875i,-0.013589859008789063 - 0.053882598876953125i,-0.019458770751953125 - 0.052466392517089844i,-0.022731781005859375 - 0.050586700439453125i,-0.0280303955078125 - 0.047193527221679688i,-0.031659126281738281 - 0.045694351196289063i,-0.037608623504638672 - 0.039986610412597656i,-0.042267799377441406 - 0.035001754760742188i,-0.046062469482421875 - 0.029427051544189453i,-0.049894809722900391 - 0.021045684814453125i
0.045335769653320313 - 0.029716014862060547i,0.042328357696533203 - 0.033921718597412109i,0.04152679443359375 - 0.034644126892089844i,0.038997173309326172 - 0.037444591522216797i,0.035906791687011719 - 0.040933132171630859i,0.034417629241943359 - 0.042319774627685547i,0.033548355102539063 - 0.042158603668212891i,0.031435489654541016 - 0.044689655303955078i,0.031213760375976563 - 0.045060634613037109i,0.029171466827392578 - 0.046634674072265625i,0.028576850891113281 - 0.046414375305175781i,0.027588367462158203 - 0.047414302825927734i,0.026712417602539063 - 0.048048973083496094i,0.025936126708984375 - 0.048562049865722656i,0.025523185729980469 - 0.048808097839355469i,0.025274276733398438 - 0.048152923583984375i,0.025337696075439453 - 0.048719406127929688i,0.023664951324462891 - 0.049065589904785156i,0.022547245025634766 - 0.050803661346435547i,0.022348880767822266 - 0.050417900085449219i,0.021050453186035156 - 0.051368236541748047i,0.021981716156005859 - 0.050213336944580078i,0.021517753601074219 - 0.050306797027587891i,0.020384311676025391 - 0.051675319671630859i,0.019538402557373047 - 0.052222251892089844i,0.019725799560546875 - 0.051949501037597656i,0.018088817596435547 - 0.052412509918212891i,0.017561435699462891 - 0.0523223876953125i,0.016228199005126953 - 0.053117752075195313i,0.015386581420898438 - 0.053351879119873047i,0.013380050659179688 - 0.054537296295166016i,0.012490272521972656 - 0.053969383239746094i,0.01000213623046875 - 0.054671764373779297i,0.0096836090087890625 - 0.054350376129150391i,0.0077176094055175781 - 0.055417537689208984i,0.0077676773071289063 - 0.054735183715820313i,0.0061345100402832031 - 0.055287837982177734i,0.0025606155395507813 - 0.055789947509765625i,0.0008144378662109375 - 0.055744171142578125i,-0.0029621124267578125 - 0.055596351623535156i,-0.0052232742309570313 - 0.055185317993164063i,-0.0087108612060546875 - 0.054266452789306641i,-0.01116943359375 - 0.054105758666992188i,-0.013715267181396484 - 0.053393363952636719i,-0.019436836242675781 - 0.051745414733886719i,-0.022360801696777344 - 0.050464153289794922i,-0.027935981750488281 - 0.046761035919189453i,-0.031847476959228516 - 0.045389175415039063i,-0.037539005279541016 - 0.040152072906494141i,-0.042092800140380859 - 0.03488922119140625i,-0.046204566955566406 - 0.029141426086425781i,-0.049238681793212891 - 0.021233081817626953i
0.045615196228027344 - 0.029536724090576172i,0.041965007781982422 - 0.033930778503417969i,0.041128158569335938 - 0.035264492034912109i,0.038536548614501953 - 0.037844181060791016i,0.035555839538574219 - 0.041599750518798828i,0.034089565277099609 - 0.042178153991699219i,0.033580780029296875 - 0.043036937713623047i,0.031584739685058594 - 0.044870376586914063i,0.030599594116210938 - 0.045298576354980469i,0.02883148193359375 - 0.0464324951171875i,0.028413295745849609 - 0.046280384063720703i,0.027660846710205078 - 0.047497749328613281i,0.026127338409423828 - 0.048260688781738281i,0.025726795196533203 - 0.048804283142089844i,0.025002956390380859 - 0.049131393432617188i,0.025068283081054688 - 0.048542022705078125i,0.024759292602539063 - 0.048901081085205078i,0.023247718811035156 - 0.049767971038818359i,0.022419452667236328 - 0.050817489624023438i,0.021806716918945313 - 0.050371646881103516i,0.0212249755859375 - 0.051268577575683594i,0.021571636199951172 - 0.050747871398925781i,0.021277427673339844 - 0.050223827362060547i,0.019945144653320313 - 0.051660060882568359i,0.019289970397949219 - 0.051968097686767578i,0.019413471221923828 - 0.051994800567626953i,0.017690658569335938 - 0.052875518798828125i,0.016824245452880859 - 0.052323818206787109i,0.016277313232421875 - 0.053358078002929688i,0.014754295349121094 - 0.053900241851806641i,0.013329982757568359 - 0.054555416107177734i,0.011946678161621094 - 0.053424358367919922i,0.0099658966064453125 - 0.054958820343017578i,0.0095891952514648438 - 0.054751396179199219i,0.0072913169860839844 - 0.055736541748046875i,0.0074987411499023438 - 0.054613113403320313i,0.0056781768798828125 - 0.054934024810791016i,0.0027608871459960938 - 0.055745601654052734i,0.0009021759033203125 - 0.055726051330566406i,-0.0029692649841308594 - 0.0560150146484375i,-0.0048646926879882813 - 0.055138111114501953i,-0.0089602470397949219 - 0.054396152496337891i,-0.011371612548828125 - 0.054240226745605469i,-0.013710975646972656 - 0.053928375244140625i,-0.019724845886230469 - 0.051727294921875i,-0.0233154296875 - 0.050717353820800781i,-0.028197288513183594 - 0.046739101409912109i,-0.032648086547851563 - 0.045170307159423828i,-0.037431240081787109 - 0.039680004119873047i,-0.041717052459716797 - 0.034866809844970703i,-0.046271800994873047 - 0.029395103454589844i,-0.049666404724121094 - 0.021022319793701172i
0.045582771301269531 - 0.029963493347167969i,0.041868209838867188 - 0.033913135528564453i,0.041357040405273438 - 0.035020828247070313i,0.038482666015625 - 0.037445545196533203i,0.035587787628173828 - 0.042010307312011719i,0.033945560455322266 - 0.042255878448486328i,0.03321075439453125 - 0.042363643646240234i,0.031457424163818359 - 0.045248031616210938i,0.030881881713867188 - 0.0450592041015625i,0.029054641723632813 - 0.046831130981445313i,0.028620243072509766 - 0.046397686004638672i,0.027472496032714844 - 0.047499179840087891i,0.025942802429199219 - 0.048303127288818359i,0.025877952575683594 - 0.048136711120605469i,0.025495052337646484 - 0.048694610595703125i,0.025256633758544922 - 0.048663139343261719i,0.024744987487792969 - 0.048886775970458984i,0.023199081420898438 - 0.049805164337158203i,0.022510528564453125 - 0.050829887390136719i,0.021772384643554688 - 0.049576759338378906i,0.021125316619873047 - 0.051316261291503906i,0.021861553192138672 - 0.050276279449462891i,0.021268844604492188 - 0.050817966461181641i,0.019670009613037109 - 0.051578998565673828i,0.019439220428466797 - 0.051992893218994141i,0.019192695617675781 - 0.051767349243164063i,0.017954826354980469 - 0.052446365356445313i,0.016998291015625 - 0.052850723266601563i,0.016407012939453125 - 0.053194046020507813i,0.014767646789550781 - 0.054337024688720703i,0.01311492919921875 - 0.054178714752197266i,0.012112140655517578 - 0.054029941558837891i,0.0098972320556640625 - 0.054457664489746094i,0.009613037109375 - 0.055235862731933594i,0.0076470375061035156 - 0.055049419403076172i,0.0077939033508300781 - 0.055239677429199219i,0.0061917304992675781 - 0.055716991424560547i,0.0025949478149414063 - 0.055736064910888672i,0.00048017501831054688 - 0.055852413177490234i,-0.002826690673828125 - 0.055417060852050781i,-0.0054440498352050781 - 0.055447101593017578i,-0.008998870849609375 - 0.054585456848144531i,-0.01132965087890625 - 0.054575443267822266i,-0.013842582702636719 - 0.053158760070800781i,-0.019613742828369141 - 0.051979541778564453i,-0.022840499877929688 - 0.050319671630859375i,-0.028539180755615234 - 0.047253608703613281i,-0.032032012939453125 - 0.045256137847900391i,-0.03736114501953125 - 0.040197372436523438i,-0.042130470275878906 - 0.034927845001220703i,-0.046126365661621094 - 0.028815746307373047i,-0.049314498901367188 - 0.021124362945556641i
0.045209407806396484 - 0.029881477355957031i,0.041781425476074219 - 0.034162044525146484i,0.041196823120117188 - 0.035412788391113281i,0.038351535797119141 - 0.037325382232666016i,0.036013126373291016 - 0.042277812957763672i,0.03391265869140625 - 0.042384624481201172i,0.033296108245849609 - 0.042561531066894531i,0.031284809112548828 - 0.045018672943115234i,0.030170440673828125 - 0.04505157470703125i,0.028918266296386719 - 0.046926498413085938i,0.028295516967773438 - 0.046681404113769531i,0.027542591094970703 - 0.047492504119873047i,0.026165008544921875 - 0.048238277435302734i,0.025743484497070313 - 0.048374176025390625i,0.02498626708984375 - 0.048819065093994141i,0.025241851806640625 - 0.049190998077392578i,0.024377346038818359 - 0.048823833465576172i,0.023514270782470703 - 0.050034999847412109i,0.021872043609619141 - 0.050503253936767578i,0.021719932556152344 - 0.050343513488769531i,0.021017074584960938 - 0.051474571228027344i,0.021325111389160156 - 0.050654888153076172i,0.021478652954101563 - 0.05091094970703125i,0.019968986511230469 - 0.051746845245361328i,0.0192413330078125 - 0.051901340484619141i,0.019007682800292969 - 0.051569938659667969i,0.017490386962890625 - 0.052269458770751953i,0.017144680023193359 - 0.053083896636962891i,0.016357898712158203 - 0.053189277648925781i,0.014847278594970703 - 0.054014682769775391i,0.012711524963378906 - 0.053997993469238281i,0.0118560791015625 - 0.05406951904296875i,0.0096158981323242188 - 0.054032325744628906i,0.009815216064453125 - 0.0550537109375i,0.0070252418518066406 - 0.055056095123291016i,0.0072803497314453125 - 0.055434226989746094i,0.0058054924011230469 - 0.055277824401855469i,0.0023665428161621094 - 0.055539131164550781i,0.0006256103515625 - 0.055802345275878906i,-0.0035123825073242188 - 0.054981231689453125i,-0.0059132575988769531 - 0.055584430694580078i,-0.0093369483947753906 - 0.054683685302734375i,-0.011718273162841797 - 0.054688453674316406i,-0.0142059326171875 - 0.053357124328613281i,-0.020448684692382813 - 0.051368236541748047i,-0.02295684814453125 - 0.050501346588134766i,-0.028296947479248047 - 0.047036170959472656i,-0.032123565673828125 - 0.045168399810791016i,-0.038034915924072266 - 0.040409088134765625i,-0.042123794555664063 - 0.035296440124511719i,-0.046496868133544922 - 0.029139518737792969i,-0.049424648284912109 - 0.020409107208251953i
0.045014381408691406 - 0.030451774597167969i,0.041410923004150391 - 0.034293651580810547i,0.041577816009521484 - 0.035445213317871094i,0.038258075714111328 - 0.037729263305664063i,0.0361480712890625 - 0.0422515869140625i,0.033931255340576172 - 0.042362213134765625i,0.033448696136474609 - 0.042220115661621094i,0.031408309936523438 - 0.045406818389892578i,0.030108451843261719 - 0.044909477233886719i,0.028893470764160156 - 0.047085762023925781i,0.028278350830078125 - 0.047304630279541016i,0.027490139007568359 - 0.047610282897949219i,0.025610923767089844 - 0.048351287841796875i,0.024750232696533203 - 0.048257827758789063i,0.024683952331542969 - 0.04864501953125i,0.024746894836425781 - 0.048783779144287109i,0.024292469024658203 - 0.04898834228515625i,0.023346900939941406 - 0.049803733825683594i,0.022194862365722656 - 0.0506744384765625i,0.021644115447998047 - 0.050109386444091797i,0.020930290222167969 - 0.051421642303466797i,0.021223545074462891 - 0.050723552703857422i,0.020370006561279297 - 0.050925254821777344i,0.019764900207519531 - 0.052397251129150391i,0.018838405609130859 - 0.052067279815673828i,0.018788337707519531 - 0.051544189453125i,0.017315864562988281 - 0.052166461944580078i,0.016823768615722656 - 0.053482532501220703i,0.015851020812988281 - 0.053045272827148438i,0.014673709869384766 - 0.053836822509765625i,0.013106346130371094 - 0.054241180419921875i,0.012391090393066406 - 0.054121494293212891i,0.009662628173828125 - 0.054366111755371094i,0.0096635818481445313 - 0.055353164672851563i,0.0070657730102539063 - 0.055408477783203125i,0.0075736045837402344 - 0.055737495422363281i,0.0055994987487792969 - 0.055789947509765625i,0.0016536712646484375 - 0.055337905883789063i,-1.049041748046875E-05 - 0.0553741455078125i,-0.0036387443542480469 - 0.055334091186523438i,-0.0059094429016113281 - 0.055724143981933594i,-0.0095987319946289063 - 0.054022789001464844i,-0.011491775512695313 - 0.054455280303955078i,-0.014202594757080078 - 0.053296089172363281i,-0.019896507263183594 - 0.051630973815917969i,-0.022982120513916016 - 0.050138473510742188i,-0.028548717498779297 - 0.046930313110351563i,-0.032069206237792969 - 0.044953823089599609i,-0.037990570068359375 - 0.040418148040771484i,-0.042849540710449219 - 0.034515380859375i,-0.046944618225097656 - 0.028486728668212891i,-0.049651145935058594 - 0.020856380462646484i
0.044790267944335938 - 0.030106067657470703i,0.041783332824707031 - 0.034369468688964844i,0.040687084197998047 - 0.035529136657714844i,0.038611412048339844 - 0.038033962249755859i,0.035216808319091797 - 0.041855335235595703i,0.033910751342773438 - 0.043241500854492188i,0.033138275146484375 - 0.042699337005615234i,0.031151294708251953 - 0.045013427734375i,0.030488491058349609 - 0.045491218566894531i,0.028838157653808594 - 0.046448707580566406i,0.028086662292480469 - 0.046837329864501953i,0.027170658111572266 - 0.047622203826904297i,0.025656700134277344 - 0.048372745513916016i,0.025292396545410156 - 0.0483245849609375i,0.02508544921875 - 0.049241542816162109i,0.024847984313964844 - 0.048135280609130859i,0.024518013000488281 - 0.049419403076171875i,0.023065567016601563 - 0.049671173095703125i,0.02203369140625 - 0.051014900207519531i,0.02197265625 - 0.050336837768554688i,0.020814418792724609 - 0.051720142364501953i,0.021132469177246094 - 0.050524711608886719i,0.020692348480224609 - 0.05059814453125i,0.019782543182373047 - 0.051777839660644531i,0.019116401672363281 - 0.052310943603515625i,0.018973350524902344 - 0.052188873291015625i,0.017737388610839844 - 0.052638053894042969i,0.016611099243164063 - 0.052610874176025391i,0.015810489654541016 - 0.053078651428222656i,0.014720916748046875 - 0.053784847259521484i,0.012814521789550781 - 0.054555416107177734i,0.011671066284179688 - 0.053843498229980469i,0.0099086761474609375 - 0.054693698883056641i,0.0092096328735351563 - 0.054835796356201172i,0.0069932937622070313 - 0.055691719055175781i,0.007205963134765625 - 0.054944515228271484i,0.0058393478393554688 - 0.055527687072753906i,0.0018873214721679688 - 0.055741786956787109i,-3.910064697265625E-05 - 0.055739879608154297i,-0.003696441650390625 - 0.055851936340332031i,-0.0059251785278320313 - 0.055049896240234375i,-0.009090423583984375 - 0.055029392242431641i,-0.011523246765136719 - 0.054078102111816406i,-0.014311790466308594 - 0.053812980651855469i,-0.020630359649658203 - 0.051897048950195313i,-0.023415088653564453 - 0.050466537475585938i,-0.028592586517333984 - 0.046453952789306641i,-0.032652378082275391 - 0.044861793518066406i,-0.038129329681396484 - 0.039592266082763672i,-0.042276382446289063 - 0.03438568115234375i,-0.046412467956542969 - 0.028583526611328125i,-0.049610614776611328 - 0.020413398742675781i
0.044878005981445313 - 0.030405998229980469i,0.0415191650390625 - 0.034264087677001953i,0.040959358215332031 - 0.035619258880615234i,0.038229942321777344 - 0.037929534912109375i,0.035808086395263672 - 0.041974067687988281i,0.03411865234375 - 0.042459011077880859i,0.033294200897216797 - 0.042882442474365234i,0.030864715576171875 - 0.045268535614013672i,0.030550956726074219 - 0.045142650604248047i,0.028872489929199219 - 0.04685211181640625i,0.028146266937255859 - 0.046996593475341797i,0.027545928955078125 - 0.047601222991943359i,0.025763988494873047 - 0.048034191131591797i,0.025269031524658203 - 0.048760890960693359i,0.024584770202636719 - 0.048681735992431641i,0.024691581726074219 - 0.049099922180175781i,0.024552345275878906 - 0.048724174499511719i,0.0234832763671875 - 0.049709796905517578i,0.021905899047851563 - 0.050754547119140625i,0.021800994873046875 - 0.050088882446289063i,0.020776271820068359 - 0.051574230194091797i,0.021550178527832031 - 0.050279140472412109i,0.020733833312988281 - 0.050842761993408203i,0.019468307495117188 - 0.051790714263916016i,0.018758773803710938 - 0.052083969116210938i,0.019245147705078125 - 0.051526069641113281i,0.017586231231689453 - 0.052181720733642578i,0.016304492950439453 - 0.053120613098144531i,0.016069889068603516 - 0.052854061126708984i,0.01462554931640625 - 0.053839206695556641i,0.012938022613525391 - 0.054278850555419922i,0.011964321136474609 - 0.053812980651855469i,0.009815216064453125 - 0.054278373718261719i,0.009639739990234375 - 0.054959297180175781i,0.0072503089904785156 - 0.054945945739746094i,0.0072526931762695313 - 0.055492877960205078i,0.0053129196166992188 - 0.055749893188476563i,0.0022511482238769531 - 0.055365562438964844i,0.000331878662109375 - 0.055532932281494141i,-0.0032739639282226563 - 0.054865837097167969i,-0.0060329437255859375 - 0.055390357971191406i,-0.0094380378723144531 - 0.054406166076660156i,-0.011694908142089844 - 0.054373741149902344i,-0.014279365539550781 - 0.053333759307861328i,-0.020121097564697266 - 0.051903724670410156i,-0.023207187652587891 - 0.050179481506347656i,-0.028239250183105469 - 0.046919822692871094i,-0.032250404357910156 - 0.044711112976074219i,-0.038112640380859375 - 0.040197372436523438i,-0.042409896850585938 - 0.034701824188232422i,-0.046812057495117188 - 0.028437137603759766i,-0.049665451049804688 - 0.020704746246337891i
0.044672966003417969 - 0.030720710754394531i,0.040895462036132813 - 0.034770488739013672i,0.041071414947509766 - 0.036074161529541016i,0.03769683837890625 - 0.0379638671875i,0.035336971282958984 - 0.042989730834960938i,0.033342838287353516 - 0.043059349060058594i,0.033034324645996094 - 0.043265342712402344i,0.030582904815673828 - 0.045229911804199219i,0.029750823974609375 - 0.045137405395507813i,0.02863311767578125 - 0.047303199768066406i,0.027850151062011719 - 0.047523975372314453i,0.026599407196044922 - 0.048332691192626953i,0.025043487548828125 - 0.048694610595703125i,0.024285316467285156 - 0.04885101318359375i,0.024118900299072266 - 0.048828125i,0.024399280548095703 - 0.049185276031494141i,0.023918628692626953 - 0.049126625061035156i,0.022687911987304688 - 0.050368785858154297i,0.021515369415283203 - 0.050884246826171875i,0.021360874176025391 - 0.050329685211181641i,0.020375728607177734 - 0.051567554473876953i,0.020709037780761719 - 0.05057525634765625i,0.020416259765625 - 0.051000595092773438i,0.019389152526855469 - 0.051992893218994141i,0.018049716949462891 - 0.051929950714111328i,0.018282413482666016 - 0.052021980285644531i,0.016813755035400391 - 0.052286148071289063i,0.016340255737304688 - 0.053490161895751953i,0.015361309051513672 - 0.053054332733154297i,0.014094352722167969 - 0.054310798645019531i,0.012210845947265625 - 0.054404258728027344i,0.01155853271484375 - 0.054270744323730469i,0.0087714195251464844 - 0.054240226745605469i,0.0091881752014160156 - 0.055301666259765625i,0.0066080093383789063 - 0.055140495300292969i,0.0063304901123046875 - 0.055856704711914063i,0.0049896240234375 - 0.055973052978515625i,0.0013689994812011719 - 0.055209159851074219i,-0.000423431396484375 - 0.055774688720703125i,-0.0038747787475585938 - 0.054847240447998047i,-0.0071163177490234375 - 0.055371284484863281i,-0.010259628295898438 - 0.054139614105224609i,-0.012052059173583984 - 0.054544448852539063i,-0.015002727508544922 - 0.053572654724121094i,-0.020517349243164063 - 0.051367759704589844i,-0.023888587951660156 - 0.050035953521728516i,-0.029071807861328125 - 0.046624660491943359i,-0.032586097717285156 - 0.04442596435546875i,-0.038733482360839844 - 0.039950370788574219i,-0.043318271636962891 - 0.034699916839599609i,-0.046597480773925781 - 0.027700424194335938i,-0.049600124359130859 - 0.020099163055419922i
